service_id,date,exception_type
UK045-9-1900122025-LVC#BRSS,20251210,2
UK066-1-0330072025-CP#BRGT,20250722,2
UK066-1-0330072025-CP#BRGT,20250723,2
UK066-2-0900072025-BRGT#CP,20250722,2
UK066-2-0900072025-BRGT#CP,20250723,2
UK066-3-0530072025-CP#BRGT,20250715,2
UK066-3-0530072025-CP#BRGT,20250716,2
UK066-3-0530072025-CP#BRGT,20250722,2
UK066-3-0530072025-CP#BRGT,20250723,2
UK066-4-1100072025-BRGT#CP,20250715,2
UK066-4-1100072025-BRGT#CP,20250716,2
UK066-4-1100072025-BRGT#CP,20250722,2
UK066-4-1100072025-BRGT#CP,20250723,2
UK066-5-1330072025-CP#BRGT,20250722,2
UK066-5-1330072025-CP#BRGT,20250723,2
UK066-6-1900072025-BRGT#CP,20250722,2
UK066-6-1900072025-BRGT#CP,20250723,2
UK066-7-1530072025-CP#BRGT,20250715,2
UK066-7-1530072025-CP#BRGT,20250716,2
UK066-7-1530072025-CP#BRGT,20250722,2
UK066-7-1530072025-CP#BRGT,20250723,2
UK066-8-2100072025-BRGT#CP,20250715,2
UK066-8-2100072025-BRGT#CP,20250716,2
UK066-8-2100072025-BRGT#CP,20250722,2
UK066-8-2100072025-BRGT#CP,20250723,2
UK071-3-1140122025-MHI#BRSS,20251202,2
UK071-3-1140122025-MHI#BRSS,20251203,2
UK071-3-1140122025-MHI#BRSS,20251209,2
UK071-3-1140122025-MHI#BRSS,20251210,2
UK071-3-1140122025-MHI#BRSS,20251216,2
UK071-3-1140122025-MHI#BRSS,20251217,2
UK071-4-1150122025-BRSS#MHI,20251202,2
UK071-4-1150122025-BRSS#MHI,20251203,2
UK071-4-1150122025-BRSS#MHI,20251209,2
UK071-4-1150122025-BRSS#MHI,20251210,2
UK071-4-1150122025-BRSS#MHI,20251216,2
UK071-4-1150122025-BRSS#MHI,20251217,2
UK071-7-1810122025-MHI#BRSS,20251202,2
UK071-7-1810122025-MHI#BRSS,20251203,2
UK071-7-1810122025-MHI#BRSS,20251209,2
UK071-7-1810122025-MHI#BRSS,20251210,2
UK071-7-1810122025-MHI#BRSS,20251216,2
UK071-7-1810122025-MHI#BRSS,20251217,2
UK071-8-1710122025-BRSS#MHI,20251202,2
UK071-8-1710122025-BRSS#MHI,20251203,2
UK071-8-1710122025-BRSS#MHI,20251209,2
UK071-8-1710122025-BRSS#MHI,20251210,2
UK071-8-1710122025-BRSS#MHI,20251216,2
UK071-8-1710122025-BRSS#MHI,20251217,2
UK072-3-1825012026-LVP#LCBS,20260108,2
UK072-3-1825122025-LVP#LCBS,20251208,2
UK072-3-1825122025-LVP#LCBS,20251209,2
UK072-3-1825122025-LVP#LCBS,20251210,2
UK072-3-1825122025-LVP#LCBS,20251211,2
UK072-3-1825122025-LVP#LCBS,20251215,2
UK072-3-1825122025-LVP#LCBS,20251216,2
UK072-3-1825122025-LVP#LCBS,20251217,2
UK072-3-1825122025-LVP#LCBS,20251218,2
UK072-8-1420012026-LCBS#LVP,20260108,2
UK072-8-1420122025-LCBS#LVP,20251208,2
UK072-8-1420122025-LCBS#LVP,20251209,2
UK072-8-1420122025-LCBS#LVP,20251210,2
UK072-8-1420122025-LCBS#LVP,20251211,2
UK072-8-1420122025-LCBS#LVP,20251215,2
UK072-8-1420122025-LCBS#LVP,20251216,2
UK072-8-1420122025-LCBS#LVP,20251217,2
UK072-8-1420122025-LCBS#LVP,20251218,2
UK077-1-0750082025-BMD#CDNR,20250824,2
UK078-3-0920012026-NEW#TBP,20260108,2
UK078-3-0920122025-NEW#TBP,20251202,2
UK078-3-0920122025-NEW#TBP,20251203,2
UK078-3-0920122025-NEW#TBP,20251204,2
UK078-3-0920122025-NEW#TBP,20251209,2
UK078-3-0920122025-NEW#TBP,20251210,2
UK078-3-0920122025-NEW#TBP,20251211,2
UK078-3-0920122025-NEW#TBP,20251216,2
UK078-3-0920122025-NEW#TBP,20251217,2
UK078-3-0920122025-NEW#TBP,20251218,2
UK078-4-0945122025-TBP#NEW,20251208,2
UK078-4-0945122025-TBP#NEW,20251209,2
UK078-4-0945122025-TBP#NEW,20251210,2
UK078-4-0945122025-TBP#NEW,20251215,2
UK078-4-0945122025-TBP#NEW,20251216,2
UK078-4-0945122025-TBP#NEW,20251217,2
UK079-1-1030122025-MHI#LEC,20251202,2
UK079-1-1030122025-MHI#LEC,20251203,2
UK079-1-1030122025-MHI#LEC,20251209,2
UK079-1-1030122025-MHI#LEC,20251210,2
UK079-1-1030122025-MHI#LEC,20251216,2
UK079-1-1030122025-MHI#LEC,20251217,2
UK079-1-1030122025-MHI#LEC,20251225,2
UK079-2-1620122025-LEC#MHI,20251202,2
UK079-2-1620122025-LEC#MHI,20251203,2
UK079-2-1620122025-LEC#MHI,20251209,2
UK079-2-1620122025-LEC#MHI,20251210,2
UK079-2-1620122025-LEC#MHI,20251216,2
UK079-2-1620122025-LEC#MHI,20251217,2
UK079-2-1620122025-LEC#MHI,20251225,2
UK090-100-1515082025-EDI#GAS,20250825,2
UK090-10-0457082025-LVDP#GAS,20250825,2
UK090-10-0650092025-EBSA#GAS,20250905,2
UK090-10-0650092025-EBSA#GAS,20250911,2
UK090-10-0650092025-EBSA#GAS,20250912,2
UK090-10-0650092025-EBSA#GAS,20250916,2
UK090-10-0650092025-EBSA#GAS,20250918,2
UK090-10-0650102025-EBSA#GAS,20251009,2
UK090-10-0650102025-EBSA#GAS,20251015,2
UK090-10-0650102025-EBSA#GAS,20251016,2
UK090-10-0650102025-EBSA#GAS,20251021,2
UK090-10-0650102025-EBSA#GAS,20251022,2
UK090-101-1535082025-GAS#EBSA,20250825,2
UK090-102-1545082025-EDI#GAS,20250804,2
UK090-102-1545082025-EDI#GAS,20250811,2
UK090-102-1545082025-EDI#GAS,20250818,2
UK090-102-1645122025-EDI#GAS,20251211,2
UK090-102-1645122025-EDI#GAS,20251212,2
UK090-102-1645122025-EDI#GAS,20251218,2
UK090-102-1645122025-EDI#GAS,20251219,2
UK090-103-1605082025-GAS#EBSA,20250804,2
UK090-103-1605082025-GAS#EBSA,20250811,2
UK090-103-1605082025-GAS#EBSA,20250818,2
UK090-103-1705122025-GAS#EBSA,20251211,2
UK090-103-1705122025-GAS#EBSA,20251212,2
UK090-103-1705122025-GAS#EBSA,20251218,2
UK090-103-1705122025-GAS#EBSA,20251219,2
UK090-1-0405082025-LVDP#EBSA,20250825,2
UK090-104-1545082025-EDI#GAS,20250825,2
UK090-105-1605082025-GAS#EBSA,20250825,2
UK090-106-1620082025-EBSA#GAS,20250804,2
UK090-106-1620082025-EBSA#GAS,20250811,2
UK090-106-1620082025-EBSA#GAS,20250818,2
UK090-106-1720122025-EBSA#GAS,20251211,2
UK090-106-1720122025-EBSA#GAS,20251212,2
UK090-106-1720122025-EBSA#GAS,20251218,2
UK090-106-1720122025-EBSA#GAS,20251219,2
UK090-107-1635082025-GAS#EBSA,20250804,2
UK090-107-1635082025-GAS#EBSA,20250811,2
UK090-107-1635082025-GAS#EBSA,20250818,2
UK090-107-1735122025-GAS#EBSA,20251211,2
UK090-107-1735122025-GAS#EBSA,20251212,2
UK090-107-1735122025-GAS#EBSA,20251218,2
UK090-107-1735122025-GAS#EBSA,20251219,2
UK090-108-1620082025-EBSA#GAS,20250825,2
UK090-109-1635082025-GAS#EBSA,20250825,2
UK090-110-1655082025-EBSA#GAS,20250804,2
UK090-110-1655082025-EBSA#GAS,20250811,2
UK090-110-1655082025-EBSA#GAS,20250818,2
UK090-110-1755122025-EBSA#GAS,20251211,2
UK090-110-1755122025-EBSA#GAS,20251212,2
UK090-110-1755122025-EBSA#GAS,20251218,2
UK090-110-1755122025-EBSA#GAS,20251219,2
UK090-11-0525082025-LVDP#EBSA,20250825,2
UK090-111-1705082025-GAS#EBSA,20250825,2
UK090-112-1655082025-EBSA#GAS,20250825,2
UK090-113-1705082025-GAS#EBSA,20250804,2
UK090-113-1705082025-GAS#EBSA,20250811,2
UK090-113-1705082025-GAS#EBSA,20250818,2
UK090-113-1805122025-GAS#EBSA,20251211,2
UK090-113-1805122025-GAS#EBSA,20251212,2
UK090-113-1805122025-GAS#EBSA,20251218,2
UK090-113-1805122025-GAS#EBSA,20251219,2
UK090-114-1720082025-EBSA#GAS,20250804,2
UK090-114-1720082025-EBSA#GAS,20250811,2
UK090-114-1720082025-EBSA#GAS,20250818,2
UK090-114-1820122025-EBSA#GAS,20251211,2
UK090-114-1820122025-EBSA#GAS,20251212,2
UK090-114-1820122025-EBSA#GAS,20251218,2
UK090-114-1820122025-EBSA#GAS,20251219,2
UK090-115-1735082025-GAS#EBSA,20250804,2
UK090-115-1735082025-GAS#EBSA,20250811,2
UK090-115-1735082025-GAS#EBSA,20250818,2
UK090-115-1835122025-GAS#EBSA,20251211,2
UK090-115-1835122025-GAS#EBSA,20251212,2
UK090-115-1835122025-GAS#EBSA,20251218,2
UK090-115-1835122025-GAS#EBSA,20251219,2
UK090-116-1720082025-EBSA#GAS,20250825,2
UK090-117-1735082025-GAS#EBSA,20250825,2
UK090-118-1750082025-EBSA#GAS,20250825,2
UK090-119-1805082025-GAS#EBSA,20250825,2
UK090-120-1750082025-EBSA#GAS,20250804,2
UK090-120-1750082025-EBSA#GAS,20250811,2
UK090-120-1750082025-EBSA#GAS,20250818,2
UK090-120-1850122025-EBSA#GAS,20251211,2
UK090-120-1850122025-EBSA#GAS,20251212,2
UK090-120-1850122025-EBSA#GAS,20251218,2
UK090-120-1850122025-EBSA#GAS,20251219,2
UK090-12-0457082025-LVDP#GAS,20250804,2
UK090-12-0457082025-LVDP#GAS,20250811,2
UK090-12-0457082025-LVDP#GAS,20250818,2
UK090-12-0557122025-LVDP#GAS,20251211,2
UK090-12-0557122025-LVDP#GAS,20251212,2
UK090-12-0557122025-LVDP#GAS,20251218,2
UK090-12-0557122025-LVDP#GAS,20251219,2
UK090-121-1805082025-GAS#EBSA,20250804,2
UK090-121-1805082025-GAS#EBSA,20250811,2
UK090-121-1805082025-GAS#EBSA,20250818,2
UK090-121-1905122025-GAS#EBSA,20251211,2
UK090-121-1905122025-GAS#EBSA,20251212,2
UK090-121-1905122025-GAS#EBSA,20251218,2
UK090-121-1905122025-GAS#EBSA,20251219,2
UK090-122-1820082025-EBSA#GAS,20250804,2
UK090-122-1820082025-EBSA#GAS,20250811,2
UK090-122-1820082025-EBSA#GAS,20250818,2
UK090-122-1920122025-EBSA#GAS,20251211,2
UK090-122-1920122025-EBSA#GAS,20251212,2
UK090-122-1920122025-EBSA#GAS,20251218,2
UK090-122-1920122025-EBSA#GAS,20251219,2
UK090-123-1835082025-GAS#EBSA,20250825,2
UK090-124-1820082025-EBSA#GAS,20250825,2
UK090-125-1835082025-GAS#EBSA,20250804,2
UK090-125-1835082025-GAS#EBSA,20250811,2
UK090-125-1835082025-GAS#EBSA,20250818,2
UK090-125-1935122025-GAS#EBSA,20251211,2
UK090-125-1935122025-GAS#EBSA,20251212,2
UK090-125-1935122025-GAS#EBSA,20251218,2
UK090-125-1935122025-GAS#EBSA,20251219,2
UK090-126-1850082025-EBSA#GAS,20250825,2
UK090-127-1905082025-GAS#EBSA,20250804,2
UK090-127-1905082025-GAS#EBSA,20250811,2
UK090-127-1905082025-GAS#EBSA,20250818,2
UK090-127-2005122025-GAS#EBSA,20251211,2
UK090-127-2005122025-GAS#EBSA,20251212,2
UK090-127-2005122025-GAS#EBSA,20251218,2
UK090-127-2005122025-GAS#EBSA,20251219,2
UK090-128-1850082025-EBSA#GAS,20250804,2
UK090-128-1850082025-EBSA#GAS,20250811,2
UK090-128-1850082025-EBSA#GAS,20250818,2
UK090-128-1950122025-EBSA#GAS,20251211,2
UK090-128-1950122025-EBSA#GAS,20251212,2
UK090-128-1950122025-EBSA#GAS,20251218,2
UK090-128-1950122025-EBSA#GAS,20251219,2
UK090-129-1905082025-GAS#EBSA,20250825,2
UK090-130-1920082025-EBSA#GAS,20250825,2
UK090-13-0525082025-LVDP#EBSA,20250804,2
UK090-13-0525082025-LVDP#EBSA,20250811,2
UK090-13-0525082025-LVDP#EBSA,20250818,2
UK090-13-0625122025-LVDP#EBSA,20251211,2
UK090-13-0625122025-LVDP#EBSA,20251212,2
UK090-13-0625122025-LVDP#EBSA,20251218,2
UK090-13-0625122025-LVDP#EBSA,20251219,2
UK090-131-1935082025-GAS#EBSA,20250804,2
UK090-131-1935082025-GAS#EBSA,20250811,2
UK090-131-1935082025-GAS#EBSA,20250818,2
UK090-131-2035122025-GAS#EBSA,20251211,2
UK090-131-2035122025-GAS#EBSA,20251212,2
UK090-131-2035122025-GAS#EBSA,20251218,2
UK090-131-2035122025-GAS#EBSA,20251219,2
UK090-132-1920082025-EBSA#GAS,20250804,2
UK090-132-1920082025-EBSA#GAS,20250811,2
UK090-132-1920082025-EBSA#GAS,20250818,2
UK090-132-2020122025-EBSA#GAS,20251211,2
UK090-132-2020122025-EBSA#GAS,20251212,2
UK090-132-2020122025-EBSA#GAS,20251218,2
UK090-132-2020122025-EBSA#GAS,20251219,2
UK090-133-1935082025-GAS#EBSA,20250825,2
UK090-134-1950082025-EBSA#GAS,20250825,2
UK090-135-2005082025-GAS#EBSA,20250804,2
UK090-135-2005082025-GAS#EBSA,20250811,2
UK090-135-2005082025-GAS#EBSA,20250818,2
UK090-135-2105122025-GAS#EBSA,20251211,2
UK090-135-2105122025-GAS#EBSA,20251212,2
UK090-135-2105122025-GAS#EBSA,20251218,2
UK090-135-2105122025-GAS#EBSA,20251219,2
UK090-136-1950082025-EBSA#GAS,20250804,2
UK090-136-1950082025-EBSA#GAS,20250811,2
UK090-136-1950082025-EBSA#GAS,20250818,2
UK090-136-2050122025-EBSA#GAS,20251211,2
UK090-136-2050122025-EBSA#GAS,20251212,2
UK090-136-2050122025-EBSA#GAS,20251218,2
UK090-136-2050122025-EBSA#GAS,20251219,2
UK090-137-2005082025-GAS#EBSA,20250825,2
UK090-138-2020082025-EBSA#GAS,20250804,2
UK090-138-2020082025-EBSA#GAS,20250811,2
UK090-138-2020082025-EBSA#GAS,20250818,2
UK090-138-2120122025-EBSA#GAS,20251211,2
UK090-138-2120122025-EBSA#GAS,20251212,2
UK090-138-2120122025-EBSA#GAS,20251218,2
UK090-138-2120122025-EBSA#GAS,20251219,2
UK090-139-2035082025-GAS#EBSA,20250804,2
UK090-139-2035082025-GAS#EBSA,20250811,2
UK090-139-2035082025-GAS#EBSA,20250818,2
UK090-139-2135122025-GAS#EBSA,20251211,2
UK090-139-2135122025-GAS#EBSA,20251212,2
UK090-139-2135122025-GAS#EBSA,20251218,2
UK090-139-2135122025-GAS#EBSA,20251219,2
UK090-140-2020082025-EBSA#GAS,20250825,2
UK090-14-0450082025-EBSA#GAS,20250825,2
UK090-141-2035082025-GAS#EBSA,20250825,2
UK090-142-2045082025-EBSA#GAS,20250825,2
UK090-143-2105082025-GAS#EBSA,20250825,2
UK090-144-2045082025-EBSA#GAS,20250804,2
UK090-144-2045082025-EBSA#GAS,20250811,2
UK090-144-2045082025-EBSA#GAS,20250818,2
UK090-144-2145122025-EBSA#GAS,20251211,2
UK090-144-2145122025-EBSA#GAS,20251212,2
UK090-144-2145122025-EBSA#GAS,20251218,2
UK090-144-2145122025-EBSA#GAS,20251219,2
UK090-145-2105082025-GAS#EBSA,20250804,2
UK090-145-2105082025-GAS#EBSA,20250811,2
UK090-145-2105082025-GAS#EBSA,20250818,2
UK090-145-2205122025-GAS#EBSA,20251211,2
UK090-145-2205122025-GAS#EBSA,20251212,2
UK090-145-2205122025-GAS#EBSA,20251218,2
UK090-145-2205122025-GAS#EBSA,20251219,2
UK090-146-2110082025-EBSA#GAS,20250825,2
UK090-147-2135082025-GAS#EBSA,20250825,2
UK090-148-2110082025-EBSA#GAS,20250804,2
UK090-148-2110082025-EBSA#GAS,20250811,2
UK090-148-2110082025-EBSA#GAS,20250818,2
UK090-148-2210122025-EBSA#GAS,20251211,2
UK090-148-2210122025-EBSA#GAS,20251212,2
UK090-148-2210122025-EBSA#GAS,20251218,2
UK090-148-2210122025-EBSA#GAS,20251219,2
